out	Kingdom	Phylum	Class	Order	Family	Genus	Species
b1f6bde07c010386a3296070a61d86da	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	
ac76a29b4cd1f08169a2ff70c3d97410	d__Bacteria						
d40165b65db557cc2be1673c030bd0f9	d__Bacteria						
a4760379c1ed03382a41af0baad0fe16	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micropepsales	 f__Micropepsaceae	 g__Micropepsaceae	 s__uncultured_Methylocystaceae
079991ada49c67c11b20c23bbaf2b239	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
99c540b32d5ca8472e5decd90903081c	d__Bacteria						
a80602acb9417d912098d6fab64e9cfb	d__Bacteria						
8e70a1c005ba41bc6879359741b42460	d__Bacteria						
e773ca5d0e9b7ef16512409ba252cb9d	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae		
5843ac74aea4d1896efc222621ab52c6	d__Bacteria						
66e473288fd7f5a616638e96ed2cacb8	d__Bacteria						
cd77c80911ff4644822ae93a580f930f	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Microtrichales			
1126f28f9d50a72b4ba999c111a3a6a6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
ba34c6a582d3fa44ffd992b6dd5944c6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
6a24d56ef2655dd11e672abec0673933	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__Solirubrobacteraceae	
ab036a8ddcd7063736e1844236ba9a66	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__Geobacter_sp.
f0ddb1ff8d7860cb6c471a8cf8c59af9	d__Bacteria	 p__Firmicutes					
633ee0d6fb0c21d0ed37ac0874ab5510	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
caee8e3fa1fb7bd92f614dbceb0adfac	d__Bacteria	 p__Abditibacteriota	 c__Abditibacteria	 o__Abditibacteriales	 f__Abditibacteriaceae	 g__Abditibacterium	
c9d681ac8f9b52645d7efc21f3bd1663	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
4da68dbb236bf5ab8dd9ddde91560b5a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Novosphingobium	
d447b6b030ae6204387957aface1e0e2	d__Bacteria	 p__Firmicutes	 c__Bacilli				
8f8d9cdf446b7db1c5b383deed452640	d__Bacteria						
361c6272ace78e41eff6aad105603704	d__Bacteria						
feb959e4f43329ff62901606da2465e6	d__Bacteria						
2d94457d8989d2cd13b1764799d842e8	d__Bacteria						
31e038561934b95ef61354aa55bbd273	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
2e8e3d84aa80a83738b948bb2cd5c2e9	d__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	
044e8ba233c79ba3d71243a8087cfc27	d__Bacteria	 p__Firmicutes					
7d8c1e0e4013fa0e867ab73c5ab8635b	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Kaiserbacteria	 f__Candidatus_Kaiserbacteria	 g__Candidatus_Kaiserbacteria	 s__Parcubacteria_bacterium
eb22c7c2fd27eb36c7c9e7e861624eb9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
a36484b3d5288e635c3f7f4632f67707	d__Bacteria	 p__Firmicutes					
ef823b0512400f99de6e8cb50281d701	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
2c6e32cbbd38b268ed96238cd0b5c753	d__Bacteria						
fa2cb258541ed50016a23e7c4ea3d2cf	d__Bacteria	 p__Proteobacteria					
f4858d81e1d8cd2b50b0be3220e6f53b	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae		
2ba42fa7017c34de6dbc02ca37cd2897	d__Bacteria	 p__Acidobacteriota	 c__Holophagae	 o__Subgroup_7	 f__Subgroup_7	 g__Subgroup_7	
9105bbd9a7d214549aee973fff98d93c	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae		
da33be9d33fc093d4e12a8de16e89b65	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
609428cda14fb05d7f6ef113ec96e7f7	d__Bacteria						
b7e2e46e1fa9968981c0b2dec78b0a42	d__Bacteria						
bb129566c578be0c769018c3dfed7b3d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae		
e5ee61c79709e4fbc7636fec9539e4db	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Marmoricola	
8effff54fc1a578d7479fb1c43cb810f	d__Bacteria						
6410db7d65c877a9d499da3bc405b0d5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae	 g__Variibacter	
fe1a0712a1bd3072484ea4a7464227bc	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
83cccdcdf55a49037e0489e54e00976a	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	 s__uncultured_Desulfoglaeba
eff1f1cf381e79336e148f33920796a8	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae		
22096378dc475f62c38f88aa88a7673f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
b66292e68d1d824dbf37e334f7b4909d	d__Bacteria	 p__Cyanobacteria					
142942b8ba9689ec55c0ae731340f266	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Dongiales	 f__Dongiaceae	 g__Dongia	
6b7432de15e8388f7e2d007d8adf9edc	d__Bacteria						
8e54d7aa570209382a89ea1d76bae132	d__Bacteria	 p__Abditibacteriota	 c__Abditibacteria	 o__Abditibacteriales	 f__Abditibacteriaceae	 g__Abditibacterium	
f51e64f5ee9925c462862c4f837163ec	d__Bacteria						
8aedbaf0de7de6f571703cf5bd8df96a	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
063f02878f479dadb67f37616e895933	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Arthrobacter	
4f6106dc2d879e3a36c608c72a1a4ea7	d__Bacteria						
2c475b3fa41195ce58573ba5c3748264	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__SWB02	
e5420e296c8515be8b1bf74471b53270	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Peredibacter	 s__Peredibacter_starrii
c91401dd9612bb9ac7635ca60be3ebc5	d__Bacteria	 p__Dependentiae	 c__Babeliae	 o__Babeliales			
4fec01cea1f9b64bbf28e422fc7e0a2b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Burkholderia-Caballeronia-Paraburkholderia	
3cd6fb128780647a8a223f1308fa97bb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
a181af33fbba38dadfc723eed70a3a9e	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	
1afb7587139f7a5cd861c31d69eb67d2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
a0f1f1f557b5b3fef51ccd30916fd3c7	d__Bacteria						
e5628265506a82a85dba73b7c10318b4	d__Bacteria	 p__Proteobacteria					
b65d6bdabb71859538576760b5fefdb5	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
ebf5f257c339d69ad1b5828dfee7edfd	d__Bacteria						
a79904fd2c18e89ae72086e532975667	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__67-14	 g__67-14	
650088884ec10a538cd2afde1dca131c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
0044e249d946a63d52b56c4052c8888c	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Intrasporangiaceae		
90bd0fa3522c6a9700c83e0c51c0c93e	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	
f2dbd07c0ab88ca8bd22dc8ebf77c07d	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales			
9f233de687fda8e786a0fb0300eef63c	d__Bacteria						
562dafe5b3daf87e644a273430c4c780	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Ramlibacter	
1cbbe128b0ea6d833fa9bcdcc68253b0	d__Bacteria						
602456c1a4bc80bc055f529161d00639	d__Bacteria						
158b9eda9c401db32f061a3d05b88cb9	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	 s__Caenorhabditis_brenneri
e7a99c35dfb402276704cf6ebe9b0376	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
7168d30dcc542379be2e2b09b7cc1972	d__Bacteria	 p__Actinobacteriota					
98454a49c9c2e93df9a98ab76affdd65	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae		
3f4f4a3498b6830f7b2e36c882e37260	d__Bacteria						
074baf9857b94b5b084492b9e5d984d3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
ac9cecb93ef044edac052c1b1ed8deb0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
3f12594d9ab726cc1f8c9b8050511d3f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae	 g__Candidatus_Megaira	 s__metagenome
141cb709c024aa5c5ee06eed2e3eb2b1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__uncultured	
50662211184970f4b07a3eb1bcdbf4fa	d__Bacteria						
833712ed0829abe11d3d138a680bbdca	d__Bacteria	 p__Firmicutes					
2db81867782861fe76fc7ec48402e95a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
52f20e07a7e18cd19eb339e8fb30cd46	d__Bacteria						
483467eb69b5a4d7133aaf0f7f4ca79e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae	 g__Ellin517	
0504d96592be7205a424513026c9c05a	d__Bacteria	 p__Actinobacteriota					
5ac683542f93a6c47d9473dfd459fec2	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae		
68e39a4b7e3516949c9dd55709fcf1d4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
1faa4b20c1cc4b2cc94dc30a2bb8a181	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
6897fffeadf13d4e1ad1760d93fef9a0	d__Bacteria	 p__Patescibacteria	 c__Microgenomatia	 o__Candidatus_Woykebacteria	 f__Candidatus_Woykebacteria	 g__Candidatus_Woykebacteria	 s__uncultured_bacterium
3c1aa1df4e6de75a8dd64fd4a46953f4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
59a0e9210a68009efe5df97d4c29d7a8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
eaf8edc96a4f93ed13c3c319a78da5ba	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
ed97173707c5a698f260da5e7cc54cf9	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae		
64f3a1af4d5f2ffa260d2ced3cc7da92	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae		
f401066b3e8b4855c0b787ccbdae3e51	d__Bacteria	 p__Firmicutes	 c__Desulfitobacteriia	 o__Desulfitobacteriales	 f__uncultured	 g__uncultured	 s__uncultured_prokaryote
00a22f64229892aec7d36bc907b58c18	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	 s__uncultured_organism
b1f642959a3d66b800fd60521a8b03f3	d__Bacteria	 p__Acidobacteriota	 c__Subgroup_5	 o__Subgroup_5	 f__Subgroup_5	 g__Subgroup_5	
97ff14ca44e9ba74e03587fb5de0481f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Azospirillales	 f__Azospirillaceae	 g__Azospirillum	
dac94017b6453bf469f81f5cc8a7badf	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
11313816ca4c4a8495a092b58cfb7724	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Planococcaceae	 g__Jeotgalibacillus	
f398664275f94cf903f411c5d342cbdb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Caenimonas	 s__uncultured_Caenimonas
dfcc8e4f6a515463745cd6326afdc80a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
c92ee14d63535facb4707e5d8e69ee5f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales			
90a8a7739727c9374360c2b91215b37a	d__Bacteria						
9b9ddbb34d3c239729ef532baa27513c	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	
1f2c581abbc8ba71df21df5b1987a0b1	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
a9f5cd4d8ce837d2ac6065ddb84e4770	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter	
94284a40b59470c03b9133d08b3f75e2	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	
084e602b85aae98a95778811ebc378c7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
fef98f8afac14bc3c2e2ee1d650225ca	d__Bacteria						
7a425dc1ae9bc338ba0254ed03266271	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
7a20ac0c080b41aede1f696b5b875ab8	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae				
cff8dc2b12169e69c1027c631847051e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Chitinophaga	 s__bacterium_14C13
b47a96b99c7b4744efb9d4c0f1a9e2ac	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	
43913e59d23ef68c8d58b2891162023d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Azospirillales	 f__Azospirillaceae	 g__Skermanella	
03efee2485907844eabfa48ec079865f	d__Bacteria	 p__Firmicutes					
20b0b48a114243bd09a97cacc1f58eb5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
9225baf2c2e573ea26a3f66881592479	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales			
242cbe3fb46e0ebd4d32471514040e51	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Nannocystales	 f__Nannocystaceae		
30e4877c2516b94052da6fec73b2de6f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
7d14a35ed29aaca573b4187916bf8b5f	d__Bacteria						
e01b243f72a87cd02a19fc06114bd4a2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micropepsales	 f__Micropepsaceae		
796b16685d3925ad6f1c6d3dff0f9589	d__Bacteria						
6759f2c79cdce7f5eb012994180e5161	d__Bacteria						
87c56b5ff192ab21a0e4c178eb92493d	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales			
f776db9e06a6a0602d3c3f089791a788	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales			
685eb85fb3e4f941b3f103fe124628b6	d__Bacteria						
234ee3e37e7c031c23889b8504541d2f	d__Bacteria						
965a8e28ec5dd687f34efab0abd175fd	d__Bacteria						
0b2ecbb8c830bc1839683d4068065efe	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Geobacterales			
30f915521b8683da4ef2c0cb26d70677	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
3bd6f1db905a03a7b7789b6a0615d9f3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
8a6dcaad27d640e4c2fb472b78c3915d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	
ac9b81f88d3c1ee0ef425490c49dff7f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
e7d693f07cf1744807dbd492a8eb4733	d__Bacteria	 p__Bacteroidota	 c__Kapabacteria	 o__Kapabacteriales	 f__Kapabacteriales	 g__Kapabacteriales	
f18126d43b96f4a0617ff38d2b7887a4	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Arthrobacter	 s__Arthrobacter_crystallopoietes
f69497f0c444e18183e26d67ef982f23	d__Bacteria	 p__Firmicutes	 c__Bacilli				
f54d7ec68592326a68da9b91653465c3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae		
505789ae31f6c94160bb637478de35bb	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	
d61d8f4ba6a06166bcf8d8d396827f0e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
10e9b11a06b41aa8739a35c36ea94fd9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae	 g__Pedomicrobium	 s__uncultured_soil
839eb55f7d2393fe01834b0686123b3a	d__Bacteria	 p__Firmicutes	 c__Bacilli				
77320f68138185422cf3f3290deab8ed	d__Bacteria						
7b93d40f5df781d218eddf6cc184d95b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae		
4cd58226189f3018195e2e14461c7f22	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
55f5db94f57fd88028e22c9f027d8441	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
c5fa64d0f51fe9efc8adaf1c751636ea	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales			
f7d43aa668318bd08c022fec6794de08	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Prauserella	
435a08cf78b9600bed41f41d6578433f	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__uncultured	
e0e3967a6ecfd308b3cd70a9e9fa0c64	d__Bacteria						
68e7ec0e570cfe963c4174f1f4cbacf8	d__Bacteria	 p__Firmicutes					
9c67f885bdba705c5145a3c2f8fc65f8	d__Bacteria	 p__Elusimicrobiota	 c__Lineage_IIa	 o__Lineage_IIa	 f__Lineage_IIa	 g__Lineage_IIa	
dc96423c5c7749543512ca14ce32c1f1	d__Bacteria						
1a88786c754f7ce56af6dffb9565411e	d__Bacteria						
5047499e283b0266192c6bb4ab32ca4b	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Solirubrobacterales	 f__Solirubrobacteraceae	 g__Solirubrobacter	
b68517eaf832863f9a1fabaae834ca0b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
1c8008525d7b866c7220334f34e3fdf3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__NS11-12_marine_group	 g__NS11-12_marine_group	
59b2dbdcdecad5667770823405aedf20	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Taibaiella	
d3daf797f2b802ed4686556a4010e234	d__Bacteria						
84b934143a774ecaff343a24bbdcc411	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptosporangiales	 f__Thermomonosporaceae		
df1d763a178275afef7693fa2dafdd15	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae		
4c3f6928f2b83ec285927ddea01a11af	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	
55f68ca47505d28bdba9bf7fd31612d7	d__Bacteria						
330bc106bd92f2b1bd239f1025ed87e4	d__Bacteria						
da6e50e24d331458ae358be86813d17e	d__Bacteria						
441589f1275b009f90afb2988da57606	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Caloramatoraceae	 g__Fonticella	 s__Fonticella_tunisiensis
0eaf6de5f71542b60e8729a0ff062e83	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Gammaproteobacteria_Incertae_Sedis	 f__Unknown_Family	 g__Acidibacter	
d751556931c7eb7ac2ddc83601c1bf78	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae		
2f11b73e04b9a5028fffef1fee0d6117	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	
d0db363c22d0d228a29154c1b3375de0	d__Bacteria	 p__Firmicutes					
efee13e2cd4c9e51077be947129a957f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
a516ed043df303f097478885a1698d4a	d__Bacteria						
df0fbb19c5f07b04fc33478352df01d1	d__Bacteria	 p__Firmicutes					
57493142c7753a21952196642049a52c	d__Bacteria						
890c24f4221e3a4d10cf5ac4190062e9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter	
d87d04aba41c854d23602c6764cd04fe	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
acb5d0ffaeccc4ac5dc80a1b71f47d5e	d__Bacteria	 p__Chloroflexi					
3049aa4b2a7d225d7f993f7d2c0b77db	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Pseudonocardia	
b1ccbb221979030c9fd2baacfea45527	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__uncultured	 g__uncultured	 s__Rhizobiales_bacterium
e065ac6c342da814256445af400f09ae	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Steroidobacterales	 f__Steroidobacteraceae		
69939e1b722ec149e4583b446ba754f7	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__uncultured	
b26ecc20c4d1757bc29a3d18dcd5ccb6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ensifer	
db46780812a5e8489cc45743a53daff4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
0a74d54b026643f4650334f7598265d2	d__Bacteria						
552e14e399b9d77f3056b0521bce8a35	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales	 f__uncultured	 g__uncultured	 s__uncultured_Firmicutes
e0aa9361d1b57ef6d347af54d697f97a	d__Bacteria	 p__Firmicutes	 c__Bacilli				
46406f1b86769a163b345923b026012a	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia				
71cfe4510458bc9014ee6768108cc771	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Rurimicrobium	
a1dfc838d95dac0c5101731ace09744f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__uncultured	 g__uncultured	 s__uncultured_Rhodospirillaceae
10a5e3d539e7cacc1095f4f1a80b1a1e	d__Bacteria	 p__Actinobacteriota					
ef5d28d0ae65146fe4a21bbac9bf5d57	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
b1915299acec4ab3e91a4c7cf813c4c4	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae		
b69d2d3b9a209a451dae773bc6bdfbd2	d__Bacteria	 p__Firmicutes					
08a85b9269846c923ba79f676c0e7e46	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
e4d39b2816997876945e17011c0d2aa6	d__Bacteria						
39d7205dde165aff2ae10f11a3c61e4b	d__Bacteria						
8a0bf2f582c95db1af0e4b452dc11686	d__Bacteria						
1c99f2f2c14b0759cd4751c5f4074228	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
a50d2f74d1af2c504a76eff4e68e4804	d__Bacteria						
734fe92c3daa8fe51c039ae47f83e13e	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Kocuria	
d523df15896b0ea3c08d43b9855232ca	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	
69f9194f70552f59c7f40e8e9bf9f15b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae		
603dbe7a13f19b242a8860332528efbb	d__Bacteria						
da51cc70fbf836bb4f701f8eab4fcb33	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Nitrosococcales	 f__Methylophagaceae	 g__Methylophaga	
3893883ad61b6caa1957e14f435d21cb	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae		
